,Quarter,Region,State,Purpose,Trips,Latitude,Longitude
6141,1/01/2013,Central Queensland,Queensland,Business,88.0437236,-23.4141,144.7852
6142,1/04/2013,Central Queensland,Queensland,Business,66.1622764,-23.4141,144.7852
6143,1/07/2013,Central Queensland,Queensland,Business,71.691532,-23.4141,144.7852
6144,1/10/2013,Central Queensland,Queensland,Business,95.1678618,-23.4141,144.7852
6145,1/01/2014,Central Queensland,Queensland,Business,127.211425,-23.4141,144.7852
6146,1/04/2014,Central Queensland,Queensland,Business,120.1842795,-23.4141,144.7852
6147,1/07/2014,Central Queensland,Queensland,Business,110.1246426,-23.4141,144.7852
6148,1/10/2014,Central Queensland,Queensland,Business,122.2987966,-23.4141,144.7852
6149,1/01/2015,Central Queensland,Queensland,Business,111.3360078,-23.4141,144.7852
6150,1/04/2015,Central Queensland,Queensland,Business,161.1200512,-23.4141,144.7852
6151,1/07/2015,Central Queensland,Queensland,Business,157.0471452,-23.4141,144.7852
6152,1/10/2015,Central Queensland,Queensland,Business,169.4983652,-23.4141,144.7852
6153,1/01/2016,Central Queensland,Queensland,Business,85.8060939,-23.4141,144.7852
6154,1/04/2016,Central Queensland,Queensland,Business,133.2257677,-23.4141,144.7852
6155,1/07/2016,Central Queensland,Queensland,Business,143.3651474,-23.4141,144.7852
6156,1/10/2016,Central Queensland,Queensland,Business,79.4699806,-23.4141,144.7852
6157,1/01/1998,Central Queensland,Queensland,Holiday,78.3670423,-23.4141,144.7852
6158,1/04/1998,Central Queensland,Queensland,Holiday,91.8863145,-23.4141,144.7852
6159,1/07/1998,Central Queensland,Queensland,Holiday,149.6139741,-23.4141,144.7852
6160,1/10/1998,Central Queensland,Queensland,Holiday,93.3072976,-23.4141,144.7852
6161,1/01/1999,Central Queensland,Queensland,Holiday,87.9859631,-23.4141,144.7852
6162,1/04/1999,Central Queensland,Queensland,Holiday,127.138441,-23.4141,144.7852
6163,1/07/1999,Central Queensland,Queensland,Holiday,122.8735426,-23.4141,144.7852
6164,1/10/1999,Central Queensland,Queensland,Holiday,102.6193921,-23.4141,144.7852
6165,1/01/2000,Central Queensland,Queensland,Holiday,114.0094253,-23.4141,144.7852
6166,1/04/2000,Central Queensland,Queensland,Holiday,128.9474516,-23.4141,144.7852
6167,1/07/2000,Central Queensland,Queensland,Holiday,114.8291985,-23.4141,144.7852
6168,1/10/2000,Central Queensland,Queensland,Holiday,87.027571,-23.4141,144.7852
6169,1/01/2001,Central Queensland,Queensland,Holiday,79.7473293,-23.4141,144.7852
6170,1/04/2001,Central Queensland,Queensland,Holiday,157.7562751,-23.4141,144.7852
6171,1/07/2001,Central Queensland,Queensland,Holiday,180.7408447,-23.4141,144.7852
6172,1/10/2001,Central Queensland,Queensland,Holiday,108.4793705,-23.4141,144.7852
6173,1/01/2002,Central Queensland,Queensland,Holiday,77.7654027,-23.4141,144.7852
6174,1/04/2002,Central Queensland,Queensland,Holiday,85.8872729,-23.4141,144.7852
6175,1/07/2002,Central Queensland,Queensland,Holiday,214.3482493,-23.4141,144.7852
6176,1/10/2002,Central Queensland,Queensland,Holiday,114.011806,-23.4141,144.7852
6177,1/01/2003,Central Queensland,Queensland,Holiday,71.4070785,-23.4141,144.7852
6178,1/04/2003,Central Queensland,Queensland,Holiday,127.5388946,-23.4141,144.7852
6179,1/07/2003,Central Queensland,Queensland,Holiday,140.7783618,-23.4141,144.7852
6180,1/10/2003,Central Queensland,Queensland,Holiday,101.3157534,-23.4141,144.7852
6181,1/01/2004,Central Queensland,Queensland,Holiday,74.3775158,-23.4141,144.7852
6182,1/04/2004,Central Queensland,Queensland,Holiday,42.1594921,-23.4141,144.7852
6183,1/07/2004,Central Queensland,Queensland,Holiday,103.786317,-23.4141,144.7852
6184,1/10/2004,Central Queensland,Queensland,Holiday,119.4828064,-23.4141,144.7852
6185,1/01/2005,Central Queensland,Queensland,Holiday,112.3870096,-23.4141,144.7852
6186,1/04/2005,Central Queensland,Queensland,Holiday,97.3902461,-23.4141,144.7852
6187,1/07/2005,Central Queensland,Queensland,Holiday,117.3235777,-23.4141,144.7852
6188,1/10/2005,Central Queensland,Queensland,Holiday,77.2775726,-23.4141,144.7852
6189,1/01/2006,Central Queensland,Queensland,Holiday,70.314328,-23.4141,144.7852
6190,1/04/2006,Central Queensland,Queensland,Holiday,149.719685,-23.4141,144.7852
6191,1/07/2006,Central Queensland,Queensland,Holiday,99.042535,-23.4141,144.7852
6192,1/10/2006,Central Queensland,Queensland,Holiday,127.486051,-23.4141,144.7852
6193,1/01/2007,Central Queensland,Queensland,Holiday,78.4431153,-23.4141,144.7852
6194,1/04/2007,Central Queensland,Queensland,Holiday,116.3592954,-23.4141,144.7852
6195,1/07/2007,Central Queensland,Queensland,Holiday,184.9592879,-23.4141,144.7852
6196,1/10/2007,Central Queensland,Queensland,Holiday,100.0286252,-23.4141,144.7852
6197,1/01/2008,Central Queensland,Queensland,Holiday,75.5893262,-23.4141,144.7852
6198,1/04/2008,Central Queensland,Queensland,Holiday,89.1523538,-23.4141,144.7852
6199,1/07/2008,Central Queensland,Queensland,Holiday,116.774067,-23.4141,144.7852
6200,1/10/2008,Central Queensland,Queensland,Holiday,83.3378792,-23.4141,144.7852
6201,1/01/2009,Central Queensland,Queensland,Holiday,95.6845933,-23.4141,144.7852
6202,1/04/2009,Central Queensland,Queensland,Holiday,121.227919,-23.4141,144.7852
6203,1/07/2009,Central Queensland,Queensland,Holiday,164.9661908,-23.4141,144.7852
6204,1/10/2009,Central Queensland,Queensland,Holiday,87.3673897,-23.4141,144.7852
6205,1/01/2010,Central Queensland,Queensland,Holiday,61.1800289,-23.4141,144.7852
6206,1/04/2010,Central Queensland,Queensland,Holiday,132.6311531,-23.4141,144.7852
6207,1/07/2010,Central Queensland,Queensland,Holiday,115.0950469,-23.4141,144.7852
6208,1/10/2010,Central Queensland,Queensland,Holiday,109.8927478,-23.4141,144.7852
6209,1/01/2011,Central Queensland,Queensland,Holiday,20.2431132,-23.4141,144.7852
6210,1/04/2011,Central Queensland,Queensland,Holiday,181.9481718,-23.4141,144.7852
6211,1/07/2011,Central Queensland,Queensland,Holiday,150.8960898,-23.4141,144.7852
6212,1/10/2011,Central Queensland,Queensland,Holiday,103.5147199,-23.4141,144.7852
6213,1/01/2012,Central Queensland,Queensland,Holiday,82.3877456,-23.4141,144.7852
6214,1/04/2012,Central Queensland,Queensland,Holiday,105.8160763,-23.4141,144.7852
6215,1/07/2012,Central Queensland,Queensland,Holiday,153.9950743,-23.4141,144.7852
6216,1/10/2012,Central Queensland,Queensland,Holiday,59.4263592,-23.4141,144.7852
6217,1/01/2013,Central Queensland,Queensland,Holiday,100.0326606,-23.4141,144.7852
6218,1/04/2013,Central Queensland,Queensland,Holiday,103.8871949,-23.4141,144.7852
6219,1/07/2013,Central Queensland,Queensland,Holiday,83.222271,-23.4141,144.7852
6220,1/10/2013,Central Queensland,Queensland,Holiday,65.6735886,-23.4141,144.7852
6221,1/01/2014,Central Queensland,Queensland,Holiday,94.5926657,-23.4141,144.7852
6222,1/04/2014,Central Queensland,Queensland,Holiday,127.7174021,-23.4141,144.7852
6223,1/07/2014,Central Queensland,Queensland,Holiday,124.7454883,-23.4141,144.7852
6224,1/10/2014,Central Queensland,Queensland,Holiday,78.2875246,-23.4141,144.7852
6225,1/01/2015,Central Queensland,Queensland,Holiday,62.3622016,-23.4141,144.7852
6226,1/04/2015,Central Queensland,Queensland,Holiday,120.7036557,-23.4141,144.7852
6227,1/07/2015,Central Queensland,Queensland,Holiday,130.6220453,-23.4141,144.7852
6228,1/10/2015,Central Queensland,Queensland,Holiday,104.7081331,-23.4141,144.7852
6229,1/01/2016,Central Queensland,Queensland,Holiday,70.2015081,-23.4141,144.7852
6230,1/04/2016,Central Queensland,Queensland,Holiday,90.5552968,-23.4141,144.7852
6231,1/07/2016,Central Queensland,Queensland,Holiday,169.2843415,-23.4141,144.7852
6232,1/10/2016,Central Queensland,Queensland,Holiday,130.191472,-23.4141,144.7852
6233,1/01/1998,Central Queensland,Queensland,Other,2.0014202,-23.4141,144.7852
6234,1/04/1998,Central Queensland,Queensland,Other,8.3069509,-23.4141,144.7852
6235,1/07/1998,Central Queensland,Queensland,Other,12.2658509,-23.4141,144.7852
6236,1/10/1998,Central Queensland,Queensland,Other,14.9527435,-23.4141,144.7852
6237,1/01/1999,Central Queensland,Queensland,Other,13.0001504,-23.4141,144.7852
6238,1/04/1999,Central Queensland,Queensland,Other,7.6974497,-23.4141,144.7852
6239,1/07/1999,Central Queensland,Queensland,Other,11.1133443,-23.4141,144.7852
6240,1/10/1999,Central Queensland,Queensland,Other,11.896935,-23.4141,144.7852
6241,1/01/2000,Central Queensland,Queensland,Other,8.671362,-23.4141,144.7852
6242,1/04/2000,Central Queensland,Queensland,Other,14.5469879,-23.4141,144.7852
6243,1/07/2000,Central Queensland,Queensland,Other,11.967961,-23.4141,144.7852
6244,1/10/2000,Central Queensland,Queensland,Other,25.4130923,-23.4141,144.7852
6245,1/01/2001,Central Queensland,Queensland,Other,23.8364974,-23.4141,144.7852
6246,1/04/2001,Central Queensland,Queensland,Other,23.8683055,-23.4141,144.7852
6247,1/07/2001,Central Queensland,Queensland,Other,35.7047826,-23.4141,144.7852
6248,1/10/2001,Central Queensland,Queensland,Other,18.45135,-23.4141,144.7852
6249,1/01/2002,Central Queensland,Queensland,Other,31.4829209,-23.4141,144.7852
6250,1/04/2002,Central Queensland,Queensland,Other,8.081547,-23.4141,144.7852
6251,1/07/2002,Central Queensland,Queensland,Other,16.4881466,-23.4141,144.7852
6252,1/10/2002,Central Queensland,Queensland,Other,19.4046981,-23.4141,144.7852
6253,1/01/2003,Central Queensland,Queensland,Other,6.0567666,-23.4141,144.7852
6254,1/04/2003,Central Queensland,Queensland,Other,29.0278498,-23.4141,144.7852
6255,1/07/2003,Central Queensland,Queensland,Other,9.8191455,-23.4141,144.7852
6256,1/10/2003,Central Queensland,Queensland,Other,19.3981286,-23.4141,144.7852
6257,1/01/2004,Central Queensland,Queensland,Other,17.4859337,-23.4141,144.7852
6258,1/04/2004,Central Queensland,Queensland,Other,8.6052625,-23.4141,144.7852
6259,1/07/2004,Central Queensland,Queensland,Other,10.2554021,-23.4141,144.7852
6260,1/10/2004,Central Queensland,Queensland,Other,1.5456781,-23.4141,144.7852
6261,1/01/2005,Central Queensland,Queensland,Other,0,-23.4141,144.7852
6262,1/04/2005,Central Queensland,Queensland,Other,10.4148619,-23.4141,144.7852
6263,1/07/2005,Central Queensland,Queensland,Other,3.9929053,-23.4141,144.7852
6264,1/10/2005,Central Queensland,Queensland,Other,27.0964562,-23.4141,144.7852
6265,1/01/2006,Central Queensland,Queensland,Other,3.749711,-23.4141,144.7852
6266,1/04/2006,Central Queensland,Queensland,Other,2.57458,-23.4141,144.7852
6267,1/07/2006,Central Queensland,Queensland,Other,18.214092,-23.4141,144.7852
6268,1/10/2006,Central Queensland,Queensland,Other,1.18296,-23.4141,144.7852
6269,1/01/2007,Central Queensland,Queensland,Other,4.752401,-23.4141,144.7852
6270,1/04/2007,Central Queensland,Queensland,Other,23.3599292,-23.4141,144.7852
6271,1/07/2007,Central Queensland,Queensland,Other,20.628023,-23.4141,144.7852
6272,1/10/2007,Central Queensland,Queensland,Other,33.6789113,-23.4141,144.7852
6273,1/01/2008,Central Queensland,Queensland,Other,5.9750319,-23.4141,144.7852
6274,1/04/2008,Central Queensland,Queensland,Other,28.1326428,-23.4141,144.7852
6275,1/07/2008,Central Queensland,Queensland,Other,10.1014183,-23.4141,144.7852
6276,1/10/2008,Central Queensland,Queensland,Other,2.3821466,-23.4141,144.7852
6277,1/01/2009,Central Queensland,Queensland,Other,5.7365991,-23.4141,144.7852
6278,1/04/2009,Central Queensland,Queensland,Other,19.5291095,-23.4141,144.7852
6279,1/07/2009,Central Queensland,Queensland,Other,28.7560873,-23.4141,144.7852
6280,1/10/2009,Central Queensland,Queensland,Other,16.2736836,-23.4141,144.7852
6281,1/01/2010,Central Queensland,Queensland,Other,9.107344,-23.4141,144.7852
6282,1/04/2010,Central Queensland,Queensland,Other,5.5179626,-23.4141,144.7852
6283,1/07/2010,Central Queensland,Queensland,Other,14.6033343,-23.4141,144.7852
6284,1/10/2010,Central Queensland,Queensland,Other,21.5912978,-23.4141,144.7852
6285,1/01/2011,Central Queensland,Queensland,Other,6.1777775,-23.4141,144.7852
6286,1/04/2011,Central Queensland,Queensland,Other,30.6060534,-23.4141,144.7852
6287,1/07/2011,Central Queensland,Queensland,Other,3.6196473,-23.4141,144.7852
6288,1/10/2011,Central Queensland,Queensland,Other,19.1252633,-23.4141,144.7852
6289,1/01/2012,Central Queensland,Queensland,Other,32.044926,-23.4141,144.7852
6290,1/04/2012,Central Queensland,Queensland,Other,23.2017764,-23.4141,144.7852
6291,1/07/2012,Central Queensland,Queensland,Other,36.2971556,-23.4141,144.7852
6292,1/10/2012,Central Queensland,Queensland,Other,23.7599615,-23.4141,144.7852
6293,1/01/2013,Central Queensland,Queensland,Other,13.0430104,-23.4141,144.7852
6294,1/04/2013,Central Queensland,Queensland,Other,9.4178455,-23.4141,144.7852
6295,1/07/2013,Central Queensland,Queensland,Other,24.6319702,-23.4141,144.7852
6296,1/10/2013,Central Queensland,Queensland,Other,31.6212507,-23.4141,144.7852
6297,1/01/2014,Central Queensland,Queensland,Other,6.9528077,-23.4141,144.7852
6298,1/04/2014,Central Queensland,Queensland,Other,33.0809244,-23.4141,144.7852
6299,1/07/2014,Central Queensland,Queensland,Other,23.9257211,-23.4141,144.7852
6300,1/10/2014,Central Queensland,Queensland,Other,15.8480482,-23.4141,144.7852
6301,1/01/2015,Central Queensland,Queensland,Other,3.2969339,-23.4141,144.7852
6302,1/04/2015,Central Queensland,Queensland,Other,17.2398201,-23.4141,144.7852
6303,1/07/2015,Central Queensland,Queensland,Other,18.6823139,-23.4141,144.7852
6304,1/10/2015,Central Queensland,Queensland,Other,18.886042,-23.4141,144.7852
6305,1/01/2016,Central Queensland,Queensland,Other,26.8969835,-23.4141,144.7852
6306,1/04/2016,Central Queensland,Queensland,Other,16.7491555,-23.4141,144.7852
6307,1/07/2016,Central Queensland,Queensland,Other,11.8205249,-23.4141,144.7852
6308,1/10/2016,Central Queensland,Queensland,Other,20.562709,-23.4141,144.7852
6309,1/01/1998,Central Queensland,Queensland,Visiting,56.1745249,-23.4141,144.7852
6310,1/04/1998,Central Queensland,Queensland,Visiting,113.5949014,-23.4141,144.7852
6311,1/07/1998,Central Queensland,Queensland,Visiting,89.1565329,-23.4141,144.7852
6312,1/10/1998,Central Queensland,Queensland,Visiting,81.4579133,-23.4141,144.7852
6313,1/01/1999,Central Queensland,Queensland,Visiting,68.0081796,-23.4141,144.7852
6314,1/04/1999,Central Queensland,Queensland,Visiting,105.4856029,-23.4141,144.7852
6315,1/07/1999,Central Queensland,Queensland,Visiting,60.1398128,-23.4141,144.7852
6316,1/10/1999,Central Queensland,Queensland,Visiting,55.0328757,-23.4141,144.7852
6317,1/01/2000,Central Queensland,Queensland,Visiting,76.1605019,-23.4141,144.7852
6318,1/04/2000,Central Queensland,Queensland,Visiting,101.7122484,-23.4141,144.7852
6319,1/07/2000,Central Queensland,Queensland,Visiting,81.272935,-23.4141,144.7852
6320,1/10/2000,Central Queensland,Queensland,Visiting,72.0110386,-23.4141,144.7852
6321,1/01/2001,Central Queensland,Queensland,Visiting,93.8021017,-23.4141,144.7852
6322,1/04/2001,Central Queensland,Queensland,Visiting,75.5813694,-23.4141,144.7852
6323,1/07/2001,Central Queensland,Queensland,Visiting,75.6300888,-23.4141,144.7852
6324,1/10/2001,Central Queensland,Queensland,Visiting,95.5925207,-23.4141,144.7852
6325,1/01/2002,Central Queensland,Queensland,Visiting,48.4608908,-23.4141,144.7852
6326,1/04/2002,Central Queensland,Queensland,Visiting,43.2779132,-23.4141,144.7852
6327,1/07/2002,Central Queensland,Queensland,Visiting,94.4024051,-23.4141,144.7852
6328,1/10/2002,Central Queensland,Queensland,Visiting,93.1816501,-23.4141,144.7852
6329,1/01/2003,Central Queensland,Queensland,Visiting,90.9720524,-23.4141,144.7852
6330,1/04/2003,Central Queensland,Queensland,Visiting,91.6446334,-23.4141,144.7852
6331,1/07/2003,Central Queensland,Queensland,Visiting,62.4356518,-23.4141,144.7852
6332,1/10/2003,Central Queensland,Queensland,Visiting,62.6241883,-23.4141,144.7852
6333,1/01/2004,Central Queensland,Queensland,Visiting,79.3441375,-23.4141,144.7852
6334,1/04/2004,Central Queensland,Queensland,Visiting,64.2832737,-23.4141,144.7852
6335,1/07/2004,Central Queensland,Queensland,Visiting,158.680548,-23.4141,144.7852
6336,1/10/2004,Central Queensland,Queensland,Visiting,93.4078169,-23.4141,144.7852
6337,1/01/2005,Central Queensland,Queensland,Visiting,116.116305,-23.4141,144.7852
6338,1/04/2005,Central Queensland,Queensland,Visiting,78.9173363,-23.4141,144.7852
6339,1/07/2005,Central Queensland,Queensland,Visiting,78.8499364,-23.4141,144.7852
6340,1/10/2005,Central Queensland,Queensland,Visiting,61.3517433,-23.4141,144.7852
6341,1/01/2006,Central Queensland,Queensland,Visiting,103.638563,-23.4141,144.7852
6342,1/04/2006,Central Queensland,Queensland,Visiting,66.955987,-23.4141,144.7852
6343,1/07/2006,Central Queensland,Queensland,Visiting,83.594674,-23.4141,144.7852
6344,1/10/2006,Central Queensland,Queensland,Visiting,99.584885,-23.4141,144.7852
6345,1/01/2007,Central Queensland,Queensland,Visiting,67.9904589,-23.4141,144.7852
6346,1/04/2007,Central Queensland,Queensland,Visiting,137.4945986,-23.4141,144.7852
6347,1/07/2007,Central Queensland,Queensland,Visiting,91.7116935,-23.4141,144.7852
6348,1/10/2007,Central Queensland,Queensland,Visiting,92.3936943,-23.4141,144.7852
6349,1/01/2008,Central Queensland,Queensland,Visiting,72.1562666,-23.4141,144.7852
6350,1/04/2008,Central Queensland,Queensland,Visiting,77.8222804,-23.4141,144.7852
6351,1/07/2008,Central Queensland,Queensland,Visiting,66.8890931,-23.4141,144.7852
6352,1/10/2008,Central Queensland,Queensland,Visiting,77.2877166,-23.4141,144.7852
6353,1/01/2009,Central Queensland,Queensland,Visiting,44.2926363,-23.4141,144.7852
6354,1/04/2009,Central Queensland,Queensland,Visiting,77.1058491,-23.4141,144.7852
6355,1/07/2009,Central Queensland,Queensland,Visiting,100.3328913,-23.4141,144.7852
6356,1/10/2009,Central Queensland,Queensland,Visiting,120.5157502,-23.4141,144.7852
6357,1/01/2010,Central Queensland,Queensland,Visiting,75.1750616,-23.4141,144.7852
6358,1/04/2010,Central Queensland,Queensland,Visiting,69.1791593,-23.4141,144.7852
6359,1/07/2010,Central Queensland,Queensland,Visiting,106.0862384,-23.4141,144.7852
6360,1/10/2010,Central Queensland,Queensland,Visiting,83.0293867,-23.4141,144.7852
6361,1/01/2011,Central Queensland,Queensland,Visiting,39.2220003,-23.4141,144.7852
6362,1/04/2011,Central Queensland,Queensland,Visiting,116.7577079,-23.4141,144.7852
6363,1/07/2011,Central Queensland,Queensland,Visiting,74.9647537,-23.4141,144.7852
6364,1/10/2011,Central Queensland,Queensland,Visiting,92.7363722,-23.4141,144.7852
6365,1/01/2012,Central Queensland,Queensland,Visiting,121.4936828,-23.4141,144.7852
6366,1/04/2012,Central Queensland,Queensland,Visiting,156.710083,-23.4141,144.7852
6367,1/07/2012,Central Queensland,Queensland,Visiting,114.3343457,-23.4141,144.7852
6368,1/10/2012,Central Queensland,Queensland,Visiting,125.3560206,-23.4141,144.7852
6369,1/01/2013,Central Queensland,Queensland,Visiting,93.3858032,-23.4141,144.7852
